LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.292, Time: 2.724900 s
         1461196 function calls (1445815 primitive calls) in 3.254 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 core.py:3775(_ErrorStop)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:101(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 pathlib.py:325(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1484(PickEvent)
        1    0.000    0.000    0.000    0.000 legend_handler.py:314(HandlerPatch)
        1    0.000    0.000    0.000    0.000 calendar.py:594(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 backend_managers.py:13(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 hatch.py:14(HorizontalHatch)
        1    0.000    0.000    0.000    0.000 ticker.py:1046(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:3460(register_save_all)
        2    0.000    0.000    0.000    0.000 axis.py:572(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1061(Hbox)
        1    0.000    0.000    0.000    0.000 deprecation.py:223(deprecate_privatize_attribute)
        1    0.000    0.000    0.000    0.000 polar.py:241(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 backend_tools.py:618(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:634(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 __init__.py:346(ExecutableNotFoundError)
        1    0.000    0.000    0.000    0.000 pathlib.py:834(PurePosixPath)
        1    0.000    0.000    0.000    0.000 __init__.py:399(PyDLL)
        1    0.000    0.000    0.000    0.000 core.py:4443(_Indent)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 _mathtext.py:950(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 core.py:192(_should_enable_warnings)
        1    0.000    0.000    0.000    0.000 unicode.py:155(Greek)
        1    0.000    0.000    0.000    0.000 ticker.py:304(FuncFormatter)
        1    0.000    0.000    0.000    0.000 common.py:71(NotSupportedError)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(PlaceHolder)
        1    0.000    0.000    0.000    0.000 shutil.py:71(ExecError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:212(MGridClass)
        1    0.000    0.000    0.000    0.000 backend_managers.py:4(ToolEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2429(RArrow)
        1    0.000    0.000    0.000    0.000 core.py:3523(StringEnd)
        1    0.000    0.000    0.000    0.000 ticker.py:187(TickHelper)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
        1    0.000    0.000    0.000    0.000 __init__.py:1786(RootLogger)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1245(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1341(SubArrayFormat)
        2    0.000    0.000    0.000    0.000 arrayprint.py:493(_recursive_guard)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 legend_handler.py:719(HandlerTuple)
        1    0.000    0.000    0.000    0.000 container.py:77(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 calendar.py:548(different_locale)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 core.py:797(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1222(IntegerFormat)
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1069(_idat)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 calendar.py:162(setfirstweekday)
        1    0.000    0.000    0.000    0.000 _factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 dates.py:1633(HourLocator)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 shutil.py:61(Error)
        2    0.000    0.000    0.000    0.000 {built-in method sys.setdlopenflags}
        1    0.000    0.000    0.000    0.000 hatch.py:31(VerticalHatch)
        1    0.000    0.000    0.000    0.000 version.py:55(InvalidVersion)
        1    0.000    0.000    0.000    0.000 threading.py:1400(_MainThread)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 container.py:109(StemContainer)
        1    0.000    0.000    0.000    0.000 artist.py:111(_Unset)
        1    0.000    0.000    0.000    0.000 core.py:3398(PositionToken)
        1    0.000    0.000    0.000    0.000 core.py:2378(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 core.py:3506(StringStart)
        1    0.000    0.000    0.000    0.000 ticker.py:2854(AutoLocator)
        1    0.000    0.000    0.000    0.000 index_tricks.py:264(OGridClass)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 patches.py:2642(Roundtooth)
        1    0.000    0.000    0.000    0.000 core.py:4899(_NullToken)
        1    0.000    0.000    0.000    0.000 extras.py:264(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 units.py:52(ConversionError)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1054(Vbox)
        1    0.000    0.000    0.000    0.000 unicode.py:242(Hiragana)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        2    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:14(SubplotBase)
        1    0.000    0.000    0.000    0.000 core.py:84(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 _mathtext.py:1476(HCentered)
        1    0.000    0.000    0.000    0.000 unicode.py:130(BasicMultilingualPlane)
        1    0.000    0.000    0.000    0.000 unicode.py:149(LatinB)
        1    0.000    0.000    0.000    0.000 unicode.py:235(Kanji)
        1    0.000    0.000    0.000    0.000 ImageFile.py:607(PyCodecState)
        1    0.000    0.000    0.000    0.000 ElementTree.py:106(ParseError)
        1    0.000    0.000    0.000    0.000 core.py:840(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 core.py:893(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 numeric.py:61(ComplexWarning)
        1    0.000    0.000    0.000    0.000 parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:293(Thai)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1080(_fdat)
        1    0.000    0.000    0.000    0.000 ticker.py:1732(NullLocator)
        1    0.000    0.000    0.000    0.000 _factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 core.py:2344(_SingleCharLiteral)
        1    0.000    0.000    0.000    0.000 unicode.py:143(LatinA)
        1    0.000    0.000    0.000    0.000 ticker.py:332(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 deprecation.py:20(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:753(Filter)
        1    0.000    0.000    0.000    0.000 polyutils.py:47(RankWarning)
        1    0.000    0.000    0.000    0.000 parse.py:350(SplitResultBytes)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1061(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 hatch.py:132(SmallCircles)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 index_tricks.py:436(RClass)
        1    0.000    0.000    0.000    0.000 parse.py:144(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1278(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 core.py:4835(OneOrMore)
        1    0.000    0.000    0.000    0.000 unicode.py:208(Chinese)
        1    0.000    0.000    0.000    0.000 Image.py:66(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 rcsetup.py:874(_ignorecase)
        1    0.000    0.000    0.000    0.000 core.py:861(_DomainGreater)
        1    0.000    0.000    0.000    0.000 patches.py:3443(CurveA)
        1    0.000    0.000    0.000    0.000 hatch.py:9(HatchPatternBase)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        1    0.000    0.000    0.000    0.000 extras.py:1549(mr_class)
        1    0.000    0.000    0.000    0.000 dates.py:1551(MonthLocator)
        1    0.000    0.000    0.000    0.000 _parser.py:1378(_attr)
        1    0.000    0.000    0.000    0.000 ticker.py:1030(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 threading.py:1199(daemon)
        1    0.000    0.000    0.000    0.000 __init__.py:29(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:190(c_uint)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 backend_bases.py:2568(NonGuiException)
        1    0.000    0.000    0.000    0.000 core.py:4672(Located)
        1    0.000    0.000    0.000    0.000 shutil.py:64(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:67(SpecialFileError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1127(_BaseConstants)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 unicode.py:268(Hangul)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 deprecation.py:308(_deprecated_parameter_class)
        1    0.000    0.000    0.000    0.000 core.py:822(_DomainTan)
        1    0.000    0.000    0.000    0.000 index_tricks.py:718(IndexExpression)
        1    0.000    0.000    0.000    0.000 backend_managers.py:20(ToolManagerMessageEvent)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 dviread.py:782(Tfm)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1420(Vrule)
        1    0.000    0.000    0.000    0.000 hatch.py:48(NorthEastHatch)
        1    0.000    0.000    0.000    0.000 unicode.py:300(Arabic)
        1    0.000    0.000    0.000    0.000 unicode.py:308(Hebrew)
        1    0.000    0.000    0.000    0.000 bezier.py:25(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 shutil.py:74(ReadError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 _endian.py:48(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 legend_handler.py:238(HandlerLine2DCompound)
        1    0.000    0.000    0.000    0.000 patches.py:2711(SimpleEvent)
        1    0.000    0.000    0.000    0.000 unicode.py:195(Cyrillic)
        1    0.000    0.000    0.000    0.000 unicode.py:322(Devanagari)
        1    0.000    0.000    0.000    0.000 ticker.py:355(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1093(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 transforms.py:2607(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 _docstring.py:50(_ArtistKwdocLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar_p)
        1    0.000    0.000    0.000    0.000 threading.py:832(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:877(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 index_tricks.py:538(CClass)
        1    0.000    0.000    0.000    0.000 ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:360(_unspecified)
        1    0.000    0.000    0.000    0.000 six.py:340(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 _blocking_input.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:262(NullFormatter)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 core.py:830(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:772(HandlerPolyCollection)
        1    0.000    0.000    0.000    0.000 dates.py:1658(MinuteLocator)
        1    0.000    0.000    0.000    0.000 hatch.py:157(Stars)
        1    0.000    0.000    0.000    0.000 util.py:164(UnboundedMemo)
        1    0.000    0.000    0.000    0.000 unicode.py:254(Katakana)
        1    0.000    0.000    0.000    0.000 model.py:285(NamedPointerType)
        1    0.000    0.000    0.000    0.000 core.py:148(MAError)
        1    0.000    0.000    0.000    0.000 _mathtext.py:864(StixSansFonts)
        1    0.000    0.000    0.000    0.000 hatch.py:87(Shapes)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 subprocess.py:123(SubprocessError)
        2    0.000    0.000    0.000    0.000 dataclasses.py:842(_hash_set_none)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1486(VCentered)
        1    0.000    0.000    0.000    0.000 extras.py:282(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 __init__.py:165(c_short)
        1    0.000    0.000    0.000    0.000 extras.py:320(_fromnxfunction_allargs)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1336(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 dates.py:1605(DayLocator)
        1    0.000    0.000    0.000    0.000 hatch.py:67(SouthEastHatch)
        1    0.000    0.000    0.000    0.000 rcsetup.py:350(validate_fontsize_None)
        1    0.000    0.000    0.000    0.000 shutil.py:81(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 pathlib.py:844(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 __init__.py:240(c_char_p)
        1    0.000    0.000    0.000    0.000 legend_handler.py:503(HandlerPathCollection)
